Word,Category,Definition,Definition,Definition,Definition,Definition,Definition,Definition,Definition,ExampleW,ExampleD,ExampleW,ExampleD,ExampleW,ExampleD,QuoteW,QuoteD,QuoteS,QuoteW,QuoteD,QuoteS
protective,adjective,кинь-бути кисэ аштиця,,,,,,,,,,,,,,,,,,,
protector,noun,(person) ванстыця,,,,,,,,,,,,,,,,,,,
protest,noun,каршомолема,,,,,,,,,,,,,,,,,,,
protest,verb,молемс каршо,,,,,,,,,,,,,,,,,,,
protestor,noun,"се, кие моли каршо",,,,,,,,,,,,,,,,,,,
proud,adjective,верьга прянь кандыця,,,,,,,,,,,,,,,,,,,
prove,verb,"доказамс, невтемс видекс",,,,,,,,,,,,,,,,,,,
proverb,noun,валмеревкс,,,,,,,,,,,,,,,,,,,
provide,verb,максомс,,,,,,,,,,,,,,,,,,,
province,noun,провинция,,,,,,,,,,,,,,,,,,,
provincial,adjective,провинциальной,,,,,,,,,,,,,,,,,,,
provisional,adjective,шкань,,,,,,,,,,,,,,,,,,,
provisions,noun,(supply) ёразь кедьёнкст-тевть,,,,,,,,,,,,,,,,,,,
provocative,adjective,кежень савтыця ,мелень кепедиця,,,,,,,,,,,,,,,,,,
provoke,verb,кежть савтомс,,,,,,,,,,,,,,,,,,,
proximity,noun,маласо улема,,,,,,,,,,,,,,,,,,,
psychiatrist,noun,психолог,,,,,,,,,,,,,,,,,,,
psychological,adjective,психологиянь,,,,,,,,,,,,,,,,,,,
pub,noun,"кабак, бар",,,,,,,,,,,,,,,,,,,
puberty,noun,(половой зрелость) кенеремашка,,,,,,,,,,,,,,,,,,,
public,adjective,"вейсэнь, ломань икелень",,,,,,,,,,,,,,,,,,,
publication,noun,"нолдамо (книга), публикация",,,,,,,,,,,,,,,,,,,
publicity,noun,"публичность, ломань икелечи",,,,,,,,,,,,,,,,,,,
publicize,verb,ёвтамс весень марямга,,,,,,,,,,,,,,,,,,,
publish,verb,публиковамс,,,,,,,,,,,,,,,,,,,
publisher,noun,(газетань) нолдыця,,,,,,,,,,,,,,,,,,,
publishing,noun,"издательства, (газетань) нолдамо",,,,,,,,,,,,,,,,,,,
puddle,noun,ведьпурнавкс,,,,,,,,,,,,,,,,,,,
pull,verb,"ветямс, таргамс",,,,,,,,,,,,,,,,,,,
pulley,noun,блок,,,,,,,,,,,,,,,,,,,
pulpit,noun,(церьковань) кафедра,,,,,,,,,,,,,,,,,,,
pulse,noun,пульс,,,,,,,,,,,,,,,,,,,
pump,noun,насоз,,,,,,,,,,,,,,,,,,,
pump,verb,качаямс насозсо,,,,,,,,,,,,,,,,,,,
pumpkin,noun,дураккуяр,,,,,,,,,,,,,,,,,,,
punctual,adjective,шкастонзо (сыця),,,,,,,,,,,,,,,,,,,
punctuation,noun,пунктуация,,,,,,,,,,,,,,,,,,,
puncture,noun,варя,,,,,,,,,,,,,,,,,,,
punish,verb,наказамс,,,,,,,,,,,,,,,,,,,
punishment,noun,"наказания, наказамо",,,,,,,,,,,,,,,,,,,
pupil,noun,(student) тонавтниця,,,,,,,,,,,,,,,,,,,
puppet,noun,няка,,,,,,,,,,,,,,,,,,,
puppy,noun,"кискалевкс, пинелевкс",,,,,,,,,,,,,,,,,,,
purchase,verb,рамамс,,,,,,,,,,,,,,,,,,,
pure,adjective,"яхор, ванькс",,,,,,,,,,,,,,,,,,,
purple,adjective,сэньшть якстере,,,,,,,,,,,,,,,,,,,
purpose,noun,"(reason) тувтал (мезентень, мезекс)",,,,,,,,,,,,,,,,,,,
purposeful,adjective,цельс ютыця,,,,,,,,,,,,,,,,,,,
purse,noun,лакумка,,,,,,,,,,,,,,,,,,,
pursue,verb,"панемс, ютамс кие-бути мельга",,,,,,,,,,,,,,,,,,,
pursuit,noun,мельга панема,,,,,,,,,,,,,,,,,,,
pus,noun,сый,,,,,,,,,,,,,,,,,,,
push,noun,"тулкадема, айгема",,,,,,,,,,,,,,,,,,,
push,verb,"айгемс, тулкадемс",,,,,,,,,,,,,,,,,,,
pushy,adjective,азоркстыця (аволь азор),,,,,,,,,,,,,,,,,,,
put,verb,путомс,,,,,,,,,,,,,,,,,,,
puzzle,noun,"пазла, пряньяжамка",,,,,,,,,,,,,,,,,,,
puzzling,adjective,прянь яжиця,,,,,,,,,,,,,,,,,,,
pyjamas,noun,удомань оршамопель,,,,,,,,,,,,,,,,,,,
pyramid,noun,пирамида,,,,,,,,,,,,,,,,,,,
quack grass,noun,уськаз,,,,,,,,,,,,,,,,,,,
qualification,noun,квалификация,,,,,,,,,,,,,,,,,,,
qualified,adjective,"маштовиця, тевс тонавтозь",,,,,,,,,,,,,,,,,,,
qualify,verb,тонавтнемс мезес-бути,,,,,,,,,,,,,,,,,,,
quality,noun,пароксчи,,,,,,,,,,,,,,,,,,,
quantity,noun,ламоксчи,,,,,,,,,,,,,,,,,,,
quarantine,noun,карантин,,,,,,,,,,,,,,,,,,,
quarrel,noun,пелькстамо,,,,,,,,,,,,,,,,,,,
quarrel,verb,пелькстамс,,,,,,,,,,,,,,,,,,,
quarrelsome,adjective,"тюрьган, сёвныця",,,,,,,,,,,,,,,,,,,
quarter,noun,нилетькс пелькс,,,,,,,,,,,,,,,,,,,
quay,noun,венчень лотксема тарка,,,,,,,,,,,,,,,,,,,
queen,noun,инеазорава,,,,,,,,,,,,,,,,,,,
query,noun,кевкстнема,,,,,,,,,,,,,,,,,,,
query,verb,кевкстнемс,,,,,,,,,,,,,,,,,,,
quest,noun,вешнема,,,,,,,,,,,,,,,,,,,
question,noun,кевкстема,,,,,,,,,,,,,,,,,,,
question,verb,кевкстемс,,,,,,,,,,,,,,,,,,,
questionable,adjective,а кемевиця,,,,,,,,,,,,,,,,,,,
questionnaire,noun,анкета,,,,,,,,,,,,,,,,,,,
queue,noun,чипола,,,,,,,,,,,,,,,,,,,
queue,verb,аштемс чиполасо,,,,,,,,,,,,,,,,,,,
quick,adjective,"бойка, эрек",,,,,,,,,,,,,,,,,,,
quickly,adverb,"эрязкалезь, капшазь, сеске",,,,,,,,,,,,,,,,,,,
quicksand,noun,потс туи човар,,,,,,,,,,,,,,,,,,,
quiet,adjective,сэтьме,,,,,,,,,,,,,,,,,,,
quit,verb,"туемс, кадомс",,,,,,,,,,,,,,,,,,,
quite,adverb,пек,,,,,,,,,,,,,,,,,,,
quiz,noun,апак учо экзамен,,,,,,,,,,,,,,,,,,,
quiz,verb,кевкстемс-киведемс,,,,,,,,,,,,,,,,,,,
quota,noun,квота,,,,,,,,,,,,,,,,,,,
quotation,noun,"(person) цитата, ёвтавкс",,,,,,,,,,,,,,,,,,,
quote,noun,(business) питнень максома,,,,,,,,,,,,,,,,,,,
quote,verb,(person) цитировамс,,,,,,,,,,,,,,,,,,,
rabbi,noun,раввин,,,,,,,,,,,,,,,,,,,
rabbit,noun,кудонумоло,,,,,,,,,,,,,,,,,,,
rabid dog,noun,азарсь киска (ормалгадозь),,,,,,,,,,,,,,,,,,,
rabies,noun,бешенства,,,,,,,,,,,,,,,,,,,
raccoon,noun,енот,,,,,,,,,,,,,,,,,,,
race,noun,(run) чиемасо пелькстамо,,,,,,,,,,,,,,,,,,,
race,verb,пелькстамс чиемасо,,,,,,,,,,,,,,,,,,,
racetrack,noun,чиемань киланго,,,,,,,,,,,,,,,,,,,
racism,noun,расизма,,,,,,,,,,,,,,,,,,,
racist,noun,расист,,,,,,,,,,,,,,,,,,,
radar,noun,радар,,,,,,,,,,,,,,,,,,,
radiation,noun,радиация,,,,,,,,,,,,,,,,,,,
radiator,noun,(car) радиатор ,(heating) эждема батарея,,,,,,,,,,,,,,,,,,
radical,adjective,юронь,,,,,,,,,,,,,,,,,,,
radio,noun,радио,,,,,,,,,,,,,,,,,,,
radioactive,adjective,радиоактивной,,,,,,,,,,,,,,,,,,,
radish,noun,редиска,,,,,,,,,,,,,,,,,,,
radius,noun,радиус,,,,,,,,,,,,,,,,,,,
raft,noun,плотина,,,,,,,,,,,,,,,,,,,
rag,noun,нула,,,,,,,,,,,,,,,,,,,
rage,noun,кежейчи,,,,,,,,,,,,,,,,,,,
raid,noun,рейд,,,,,,,,,,,,,,,,,,,
raid,verb,теемс рейд,,,,,,,,,,,,,,,,,,,
rail,noun,пирявкс,,,,,,,,,,,,,,,,,,,
railing,noun,пирямо пель ,сёвнома,,,,,,,,,,,,,,,,,,
railroad,noun,"чугункань ки, кшнинь ки",,,,,,,,,,,,,,,,,,,
rain,noun,пиземе,,,,,,,,,,,,,,,,,,,
rainbow,noun,"пиземечирьке, пурьгинечирьке",,,,,,,,,,,,,,,,,,,
raindrop,noun,пиземебайге,,,,,,,,,,,,,,,,,,,
rainy,adjective,пиземев,,,,,,,,,,,,,,,,,,,
raise,noun,(money) важодема ярмаконь кепедема,,,,,,,,,,,,,,,,,,,
raise,verb,(lift) кепедемс,,,,,,,,,,,,,,,,,,,
raisin,noun,узюм,,,,,,,,,,,,,,,,,,,
rake,noun,грабля,,,,,,,,,,,,,,,,,,,
rake,verb,"пурнамс граблясо, кирксамс",,,,,,,,,,,,,,,,,,,
ram,noun,баран (реве),,,,,,,,,,,,,,,,,,,
ramp,noun,сэдь ??,,,,,,,,,,,,,,,,,,,
ranch,noun,фермерэнь покш хозяйства,,,,,,,,,,,,,,,,,,,
random,adjective,апак арсе,,,,,,,,,,,,,,,,,,,
range,noun,(distance) сатома ,(mountain) пандорисьме ,(selection) кругозор,,,,,,,,,,,,,,,,,
rank,noun,(military) звания,,,,,,,,,,,,,,,,,,,
ransom,noun,"выкуп, рамамо питне",,,,,,,,,,,,,,,,,,,
rape,noun,"вийсэ саема, нарьгамо",,,,,,,,,,,,,,,,,,,
rape,verb,саемс вийсэ (тейтерь),,,,,,,,,,,,,,,,,,,
rapid,adjective,бойка,,,,,,,,,,,,,,,,,,,
rapture,noun,кецямо,,,,,,,,,,,,,,,,,,,
rare,adjective,чуростонь,,,,,,,,,,,,,,,,,,,
rash,noun,"путкотема, ??верьгедемат",,,,,,,,,,,,,,,,,,,
raspberry,noun,инзей,,,,,,,,,,,,,,,,,,,
rat,noun,криса,,,,,,,,,,,,,,,,,,,
rate,noun,"(price) норма, питне",,,,,,,,,,,,,,,,,,,
rather,adverb,"седе бойка, паро мельсэ",,,,,,,,,,,,,,,,,,,
ratify,verb,аштемс эсь вал лангсо,,,,,,,,,,,,,,,,,,,
ratio,noun,"кандовома мезе-бути, пропорция",,,,,,,,,,,,,,,,,,,
ration,noun,"рацион, паёк",,,,,,,,,,,,,,,,,,,
ration,verb,максомс паёк,,,,,,,,,,,,,,,,,,,
rational,adjective,превсэ арсезь,,,,,,,,,,,,,,,,,,,
rationalize,verb,рационализировамс,,,,,,,,,,,,,,,,,,,
rattle,verb,"шалномс, стукамс",,,,,,,,,,,,,,,,,,,
rattlesnake,noun,гайги пуло гуй (ядов),,,,,,,,,,,,,,,,,,,
ravage,verb,"чамдомс, яжамс",,,,,,,,,,,,,,,,,,,
raven,noun,кренч,,,,,,,,,,,,,,,,,,,
ravine,noun,(сэрей) латко,,,,,,,,,,,,,,,,,,,
raw,adjective,"верек, апак пиде",,,,,,,,,,,,,,,,,,,
ray,noun,"чи (нал), струя",,,,,,,,,,,,,,,,,,,
razor,noun,нарамка,,,,,,,,,,,,,,,,,,,
razor blade,noun,бритва,,,,,,,,,,,,,,,,,,,
reach,verb,(stretch) сатомс ,сатстомс,,,,,,,,,,,,,,,,,,
react,verb,кунсоломс,,,,,,,,,,,,,,,,,,,
reaction,noun,реакция,,,,,,,,,,,,,,,,,,,
reactor,noun,реактор,,,,,,,,,,,,,,,,,,,
read,verb,ловномс,,,,,,,,,,,,,,,,,,,
readable,adjective,ловновиця,,,,,,,,,,,,,,,,,,,
reader,noun,ловныця,,,,,,,,,,,,,,,,,,,
reading,noun,ловнома,,,,,,,,,,,,,,,,,,,
readjust,verb,"теемс одс, мекев",,,,,,,,,,,,,,,,,,,
ready,adjective,анок,,,,,,,,,,,,,,,,,,,
real,adjective,алкуксонь,,,,,,,,,,,,,,,,,,,
real estate,noun,асаевикс улипаро,,,,,,,,,,,,,,,,,,,
realism,noun,реализма,,,,,,,,,,,,,,,,,,,
realist,noun,реалист,,,,,,,,,,,,,,,,,,,
reality,noun,алкуксчи,,,,,,,,,,,,,,,,,,,
realize,verb,"чарькодемс, фатямс, содамс",,,,,,,,,,,,,,,,,,,
really,adverb,алкукс,,,,,,,,,,,,,,,,,,,
reappear,verb,одс невтемс пря,,,,,,,,,,,,,,,,,,,
rear,adjective,удалце,,,,,,,,,,,,,,,,,,,
rear,noun,удалкс,,,,,,,,,,,,,,,,,,,
rear,verb,трямс-кастомс,,,,,,,,,,,,,,,,,,,
rearrange,verb,аравтомс одс,,,,,,,,,,,,,,,,,,,
reason,noun,"тувтал, превть",,,,,,,,,,,,,,,,,,,
reasonable,adjective,"арсиця, арсицянь",,,,,,,,,,,,,,,,,,,
reasoning,noun,судямо (обсуждать),,,,,,,,,,,,,,,,,,,
reassurance,noun,оймавтома ,кемевтема,,,,,,,,,,,,,,,,,,
reassure,verb,оймавтомс,,,,,,,,,,,,,,,,,,,
rebate,noun,скидка,,,,,,,,,,,,,,,,,,,
rebel,noun,бунтарь,,,,,,,,,,,,,,,,,,,
rebellion,noun,бунт,,,,,,,,,,,,,,,,,,,
rebellious,adjective,"бунтонь, бунтарень",,,,,,,,,,,,,,,,,,,
rebuild,verb,строямс одс,,,,,,,,,,,,,,,,,,,
recall,verb,(back) вешемс мекев ,(remember) ледемс мельс,,,,,,,,,,,,,,,,,,
recapture,verb,саемс мекев,,,,,,,,,,,,,,,,,,,
recede,verb,"туемс, велявтомс",,,,,,,,,,,,,,,,,,,
receipt,noun,квитанция,,,,,,,,,,,,,,,,,,,
receive,verb,"получамс, саемс",,,,,,,,,,,,,,,,,,,
recent,adjective,"улконь, чиень",,,,,,,,,,,,,,,,,,,
recently,adverb,"улкоть, чияк",,,,,,,,,,,,,,,,,,,
reception,noun,(hotel) регистратура,,,,,,,,,,,,,,,,,,,
receptionist,noun,секретарь,,,,,,,,,,,,,,,,,,,
recess,noun,(school) урок ютко,,,,,,,,,,,,,,,,,,,
recession,noun,"??туема, потамо",,,,,,,,,,,,,,,,,,,
recipe,noun,рецепт,,,,,,,,,,,,,,,,,,,
recipient,noun,"получиця, кинень максыть",,,,,,,,,,,,,,,,,,,
reciprocal,adjective,кавто ёндонь,,,,,,,,,,,,,,,,,,,
reciprocate,verb,пандомс,,,,,,,,,,,,,,,,,,,
recite,verb,ёвтнемс превстэ,,,,,,,,,,,,,,,,,,,
reckless,adjective,превтеме,,,,,,,,,,,,,,,,,,,
reclaim,verb,(money) вешемс мекев (долг),,,,,,,,,,,,,,,,,,,
recline,verb,"мадемс, чиремемс",,,,,,,,,,,,,,,,,,,
recognition,noun,содамо,,,,,,,,,,,,,,,,,,,
recognize,verb,содамс,,,,,,,,,,,,,,,,,,,
recommend,verb,"максомс превс, советовамс",,,,,,,,,,,,,,,,,,,
recommendation,noun,превень максома,,,,,,,,,,,,,,,,,,,
reconnaissance,noun,(military) разведка,,,,,,,,,,,,,,,,,,,
reconsider,verb,ванномс одс,,,,,,,,,,,,,,,,,,,
reconstruct,verb,строямс одс,,,,,,,,,,,,,,,,,,,
reconstruction,noun,одс строямо,,,,,,,,,,,,,,,,,,,
record,noun,(account) регистрация ,(sport) рекордонь путома ,(music) пластинка,,,,,,,,,,,,,,,,,
record,verb,"(music) сёрмадомс (кассетас, пластинкас)",,,,,,,,,,,,,,,,,,,
recording,noun,"(music) (пластинкас, кассетас) сёрмадома",,,,,,,,,,,,,,,,,,,
recover,verb,(illness) пичкамс ,(object) велявтомс одс,,,,,,,,,,,,,,,,,,
recovery,noun,(illness) пичкамо ,(object) одс велявтома,,,,,,,,,,,,,,,,,,
recreation,noun,виень кемекстамо,,,,,,,,,,,,,,,,,,,
recruit,verb,гербовамс,,,,,,,,,,,,,,,,,,,
rectangle,noun,прямоугольник,,,,,,,,,,,,,,,,,,,
rectify,verb,"исправамс, витемс",,,,,,,,,,,,,,,,,,,
rectum,noun,сюло пе,,,,,,,,,,,,,,,,,,,
recuperate,verb,кемелгавтомс вийть,,,,,,,,,,,,,,,,,,,
recurrence,noun,кемекстамо,,,,,,,,,,,,,,,,,,,
recycle,verb,нолдамс тевс одов,,,,,,,,,,,,,,,,,,,
red,adjective,якстере,,,,,,,,,,,,,,,,,,,
reddish,adjective,якстердть мериця,,,,,,,,,,,,,,,,,,,
reduce,verb,аламолгавтомс,,,,,,,,,,,,,,,,,,,
reduction,noun,аламолгавтома,,,,,,,,,,,,,,,,,,,
redundant,adjective,лишной,,,,,,,,,,,,,,,,,,,
reef,noun,ведьалксонь пандо,,,,,,,,,,,,,,,,,,,
refer,verb,(to) кучомс (кинь мартояк кортамо),,,,,,,,,,,,,,,,,,,
referee,noun,судья,,,,,,,,,,,,,,,,,,,
reference,noun,(book) справочник ,(mention) (мезень) лангс невтема ,(person) кисэ(ть) пшкадиця,,,,,,,,,,,,,,,,,
refill,verb,пештемс одс,,,,,,,,,,,,,,,,,,,
refine,verb,"ванськавтомс, яхоргавтомс",,,,,,,,,,,,,,,,,,,
refinery,noun,ванськавтома завод,,,,,,,,,,,,,,,,,,,
reflect,verb,каямс сулей,,,,,,,,,,,,,,,,,,,
reflection,noun,сулей,,,,,,,,,,,,,,,,,,,
reflex,noun,рефлекс,,,,,,,,,,,,,,,,,,,
reform,noun,лиякстомтома,,,,,,,,,,,,,,,,,,,
refresh,verb,свежалгавтомс,,,,,,,,,,,,,,,,,,,
refrigerator,noun,холодильник,,,,,,,,,,,,,,,,,,,
refuel,verb,таштамс уштомапель,,,,,,,,,,,,,,,,,,,
refuge,noun,прянь идема тарка,,,,,,,,,,,,,,,,,,,
refugee,noun,беженец,,,,,,,,,,,,,,,,,,,
refund,noun,ярмаконь мекев  пандома,,,,,,,,,,,,,,,,,,,
refund,verb,пандомс мекев,,,,,,,,,,,,,,,,,,,
refusal,noun,отказамо,,,,,,,,,,,,,,,,,,,
refuse,verb,отказамс (мездеяк),,,,,,,,,,,,,,,,,,,
regain,verb,саемс мекев,,,,,,,,,,,,,,,,,,,
regarding,preposition,(тень) лангс ванозь,,,,,,,,,,,,,,,,,,,
regardless,adverb,сельмень апак кая ,тень лангс апак вано,,,,,,,,,,,,,,,,,,
regime,noun,режим,,,,,,,,,,,,,,,,,,,
regiment,noun,полк,,,,,,,,,,,,,,,,,,,
region,noun,"мастор, ёнкс",,,,,,,,,,,,,,,,,,,
regional,adjective,региональной,,,,,,,,,,,,,,,,,,,
register,noun,(list) опись,,,,,,,,,,,,,,,,,,,
register,verb,сёрмадомс спискас лем,,,,,,,,,,,,,,,,,,,
registrar,noun,(чиновник)-регистратор,,,,,,,,,,,,,,,,,,,
registration,noun,"регистрация, сёрмадстома",,,,,,,,,,,,,,,,,,,
regret,noun,янксема,,,,,,,,,,,,,,,,,,,
regret,verb,янксемс,,,,,,,,,,,,,,,,,,,
regretfully,adverb,мельспаросо,,,,,,,,,,,,,,,,,,,
regular,adjective,регулярной,,,,,,,,,,,,,,,,,,,
regularity,noun,регулярность,,,,,,,,,,,,,,,,,,,
regulary,adverb,"регулярна, лувонь коряс",,,,,,,,,,,,,,,,,,,
regulate,verb,ветямс порядка,,,,,,,,,,,,,,,,,,,
regulation,noun,порядкань ветямо,,,,,,,,,,,,,,,,,,,
rehearse,verb,мельс ледстязь налксемс/сэдямс,,,,,,,,,,,,,,,,,,,
rehersal,noun,репитиция,,,,,,,,,,,,,,,,,,,
reimburse,verb,велявтомс (ярмак),,,,,,,,,,,,,,,,,,,
reinforce,verb,кемелгавтомс,,,,,,,,,,,,,,,,,,,
reinforcement,noun,кемелгавтома,,,,,,,,,,,,,,,,,,,
reject,verb,а саемс,,,,,,,,,,,,,,,,,,,
rejection,noun,отказамо,,,,,,,,,,,,,,,,,,,
rejoice,verb,кецямс,,,,,,,,,,,,,,,,,,,
rejoin,verb,велявтомс кинень-бути,,,,,,,,,,,,,,,,,,,
relate,verb,(tell) ёвтнемс,,,,,,,,,,,,,,,,,,,
relating,preposition,-нень кандовиця,,,,,,,,,,,,,,,,,,,
relation,noun,раськень ломань,,,,,,,,,,,,,,,,,,,
relationship,noun,"(people) раськексчи, родняксчи ",(among people) юткот-ёжот,,,,,,,,,,,,,,,,,,
relative,noun,"родня, раськень ломань",,,,,,,,,,,,,,,,,,,
relatively,adverb,тень коряс...,,,,,,,,,,,,,,,,,,,
relax,verb,оймсемс,,,,,,,,,,,,,,,,,,,
relaxation,noun,оймсема,,,,,,,,,,,,,,,,,,,
relaxing,adjective,чевтелгавтыця,,,,,,,,,,,,,,,,,,,
release,noun,(freedom) олякстомтома ,(item) нолдавкс,,,,,,,,,,,,,,,,,,
release,verb,(free) олякстомтомс ,(issue) нолдамс,,,,,,,,,,,,,,,,,,
relentless,adjective,"кежей, апотыця",,,,,,,,,,,,,,,,,,,
relevant,adjective,тевентень ютыця,,,,,,,,,,,,,,,,,,,
reliable,adjective,(person) кемевикс,,,,,,,,,,,,,,,,,,,
relief,noun,(aid) лездамо ,(ease) шождалгавтома,,,,,,,,,,,,,,,,,,
relieve,verb,(aid) лездамс ,(pain) шождалгавтомс ,(replace) нолдамс,,,,,,,,,,,,,,,,,
religion,noun,"ознома, кемема, религия",,,,,,,,,,,,,,,,,,,
religious,adjective,озныця,,,,,,,,,,,,,,,,,,,
relocate,verb,(move) аравтомс од таркас,,,,,,,,,,,,,,,,,,,
reluctance,noun,мельаразь,,,,,,,,,,,,,,,,,,,
reluctant,adjective,мельтеме теиця,,,,,,,,,,,,,,,,,,,
reluctantly,adverb,мельтеме,,,,,,,,,,,,,,,,,,,
rely,verb,нежедемс (on лангс),,,,,,,,,,,,,,,,,,,
remain,verb,"лиядомс, кадовомс",,,,,,,,,,,,,,,,,,,
remainder,noun,лиядкс,,,,,,,,,,,,,,,,,,,
remaining,adjective,лиядыця,,,,,,,,,,,,,,,,,,,
remains,noun,"лиядома, лиядкст",,,,,,,,,,,,,,,,,,,
remark,verb,тешкстамс,,,,,,,,,,,,,,,,,,,
remarkable,adjective,содавикс (ломань),,,,,,,,,,,,,,,,,,,
remedy,noun,"ормаменькс, надобия",,,,,,,,,,,,,,,,,,,
remember,verb,ледемс мельс ,ледстямс мельс,,,,,,,,,,,,,,,,,,
remembrance,noun,ледстявкс,,,,,,,,,,,,,,,,,,,
remind,verb,ледстямс мельс,,,,,,,,,,,,,,,,,,,
remit,verb,каямс ярмак (почтасо),,,,,,,,,,,,,,,,,,,
remittance,noun,ярмаконь каямо (почтасо),,,,,,,,,,,,,,,,,,,
remorse,noun,янксема,,,,,,,,,,,,,,,,,,,
remote,adjective,васолонь,,,,,,,,,,,,,,,,,,,
removable,adjective,айгсевиця,,,,,,,,,,,,,,,,,,,
remove,verb,айгшемс,,,,,,,,,,,,,,,,,,,
renew,verb,одкстомтомс,,,,,,,,,,,,,,,,,,,
renewal,noun,одкстомтома,,,,,,,,,,,,,,,,,,,
renovate,verb,ремонтировамс,,,,,,,,,,,,,,,,,,,
renovation,noun,ремонтировамо,,,,,,,,,,,,,,,,,,,
rent,noun,эрямотаркань сиведема ярмак,,,,,,,,,,,,,,,,,,,
rent,verb,"сиведемс, саемс арендас, максомс арендас",,,,,,,,,,,,,,,,,,,
reorganize,verb,одов аравтомс лувс-ладс,,,,,,,,,,,,,,,,,,,
repair,noun,ремонт,,,,,,,,,,,,,,,,,,,
repair,verb,витнемс-петнемс,,,,,,,,,,,,,,,,,,,
repay,verb,пандомс мекев,,,,,,,,,,,,,,,,,,,
repayment,noun,мекев пандома,,,,,,,,,,,,,,,,,,,
repeal,noun,(тевень) лоткавтома,,,,,,,,,,,,,,,,,,,
repeal,verb,саемс мекев (закон),,,,,,,,,,,,,,,,,,,
repeat,verb,"теемс одов, омбондомс",,,,,,,,,,,,,,,,,,,
repel,verb,панемс,,,,,,,,,,,,,,,,,,,
repellent,adjective,"паниця, мориця",,,,,,,,,,,,,,,,,,,
repent,verb,нолдавтомс чумо,,,,,,,,,,,,,,,,,,,
repentance,noun,чумонь нолдавтома,,,,,,,,,,,,,,,,,,,
repetition,noun,мельс ледстямо,,,,,,,,,,,,,,,,,,,
replace,verb,полавтомс (лиясо),,,,,,,,,,,,,,,,,,,
replacement,noun,(object) полавтома,,,,,,,,,,,,,,,,,,,
reply,noun,"каршовал, валонь пандома",,,,,,,,,,,,,,,,,,,
reply,verb,максомс каршовал,,,,,,,,,,,,,,,,,,,
report,noun,"доклад, рапорт",,,,,,,,,,,,,,,,,,,
report,verb,теемс доклад,,,,,,,,,,,,,,,,,,,
reporter,noun,репортёр,,,,,,,,,,,,,,,,,,,
represent,verb,аштемс киньгак таркас,,,,,,,,,,,,,,,,,,,
representation,noun,"невтема, чачо",,,,,,,,,,,,,,,,,,,
representative,noun,делегат,,,,,,,,,,,,,,,,,,,
repress,verb,лепштямс,,,,,,,,,,,,,,,,,,,
repression,noun,(political) репрессия,,,,,,,,,,,,,,,,,,,
reprimand,noun,замечания,,,,,,,,,,,,,,,,,,,
reprisal,noun,репрессалия,,,,,,,,,,,,,,,,,,,
reproduce,verb,теемс одс ,раштамс,,,,,,,,,,,,,,,,,,
reproduction,noun,копия ,раштамо,,,,,,,,,,,,,,,,,,
reptile,noun,"пресмыкающийся, гуйть-метьказт",,,,,,,,,,,,,,,,,,,
republic,noun,республика,,,,,,,,,,,,,,,,,,,
repulsive,adjective,(ugly) нулгодькс,,,,,,,,,,,,,,,,,,,
reputation,noun,репутация,,,,,,,,,,,,,,,,,,,
request,noun,энялдома,,,,,,,,,,,,,,,,,,,
request,verb,энялдомс,,,,,,,,,,,,,,,,,,,
require,verb,вешемс,,,,,,,,,,,,,,,,,,,
requirement,noun,"вешема (курсонь, закононь)",,,,,,,,,,,,,,,,,,,
reschedule,verb,одов аравтомс,,,,,,,,,,,,,,,,,,,
rescue,noun,идема,,,,,,,,,,,,,,,,,,,
rescue,verb,идемс (from костояк),,,,,,,,,,,,,,,,,,,
research,noun,"исследования, ванкшнома",,,,,,,,,,,,,,,,,,,
research,verb,"ванкшномс, тонавтнемс",,,,,,,,,,,,,,,,,,,
resemble,verb,молемс киньгак ёнов,,,,,,,,,,,,,,,,,,,
resent,verb,мельс а туемс,,,,,,,,,,,,,,,,,,,
resentful,adjective,акирдевиця,,,,,,,,,,,,,,,,,,,
resentment,noun,акирдема,,,,,,,,,,,,,,,,,,,
reservation,noun,(land) ванстома мода,,,,,,,,,,,,,,,,,,,
reserve,verb,ванстомс,,,,,,,,,,,,,,,,,,,
reside,verb,эрямс (somewhere косояк),,,,,,,,,,,,,,,,,,,
residence,noun,эрямо тарка,,,,,,,,,,,,,,,,,,,
resident,noun,эриця ,резидент,,,,,,,,,,,,,,,,,,
resign,verb,туемс служамсто (from косто),,,,,,,,,,,,,,,,,,,
resignation,noun,отказамс таркадо,,,,,,,,,,,,,,,,,,,
resist,verb,"аштемс каршо, молемс каршо",,,,,,,,,,,,,,,,,,,
resistance,noun,каршо молема,,,,,,,,,,,,,,,,,,,
resolve,verb,решамс,,,,,,,,,,,,,,,,,,,
resort,noun,курорт,,,,,,,,,,,,,,,,,,,
resource,noun,таштавкст,,,,,,,,,,,,,,,,,,,
resourceful,adjective,эрьва тамашасто парсте лисиця,,,,,,,,,,,,,,,,,,,
respect,noun,"коронь кирдема, ломанькс путома",,,,,,,,,,,,,,,,,,,
respectable,adjective,респектабельной,,,,,,,,,,,,,,,,,,,
respectful,adjective,"вежливой, ломанькс путыця",,,,,,,,,,,,,,,,,,,
respectively,adverb,??мельцек мельцек,,,,,,,,,,,,,,,,,,,
respond,verb,"вал пандомс, максомс каршовал ",кунсоломс,,,,,,,,,,,,,,,,,,
